School_ID,Agency,School,Address,maxOccupancy,ProjectPhase,YrComplete,Level,totalSQFT,ProjectType,MajorExp9815,TotalAllotandPlan1621,LifetimeBudget,unqBuilding,FeederMS,FeederHS,Total_Enrolled,Limited_English,At_Risk,SpEd,AtRiskPer,SPEDPer,ESLPer,SqFtPerEnroll,SpentPerMaxOccupancy,SpentPerSqFt,YearsOpen,Open,Open.Now,AnnualExpenseAverage,AnnualSpentPerMaxOccupany,AnnualSpentPerSqFt,longitude,latitude,Ward
165,PCS,Meridian PCS,"2120 13th Street, NW",718,NA,NA,ES/MS,61900,Facility Allowance,20265712,NA,NA,1,NA,NA,639,176,294,77,0.460093897,0.120500782,0.27543036,97,31714.72926,327.394378,16,2000,1,1266607,1982.170579,20.46214863,-77.0299375,38.9185351,1
169,PCS,Options PCS,"1375 E Street, NE",1127,NA,NA,MS/HS,66622,Facility Allowance,5525896,NA,NA,1,NA,NA,268,0,218,168,0.813432836,0.626865672,0,249,20619.01493,82.94401249,6,2010,1,920982.6667,3436.502488,13.82400208,-76.986356,38.895719,6
173,PCS,Roots PCS,"15 Kennedy Street, NW",230,NA,NA,ES,10374,Facility Allowance,3896368,NA,NA,0,NA,NA,95,2,39,7,0.410526316,0.073684211,0.021052632,109,41014.4,375.5897436,16,2000,1,243523,2563.4,23.47435897,-77.010142,38.9567798,4
173,PCS,Roots PCS,"6222 North Capitol Street, NW",230,NA,NA,ES,10374,Facility Allowance,3896368,NA,NA,0,NA,NA,95,2,39,7,0.410526316,0.073684211,0.021052632,109,41014.4,375.5897436,16,2000,1,243523,2563.4,23.47435897,-77.0094126,38.9661824,4
174,PCS,School for Educational Evolution and Development (SEED) PCS,"4300 C Street, SE",488,NA,NA,MS/HS,48128,Facility Allowance,31414511,NA,NA,1,NA,NA,336,0,172,57,0.511904762,0.169642857,0,143,93495.56845,652.7283702,17,1999,1,1847912.412,5499.739321,38.39578648,-76.9464327,38.8869027,7
178,PCS,Washington Math Science Tech PCS,"1920 Bladensburg Road, NE",420,NA,NA,HS,49116,Facility Allowance,13661934,NA,NA,1,NA,NA,335,3,222,72,0.662686567,0.214925373,0.008955224,147,40781.89254,278.1564867,17,1999,1,803643.1765,2398.934855,16.36214628,-76.9737654,38.9164261,5
182,PCS,Capital City Middle School,"101 Peabody Street, NW",NA,NA,NA,MS,57033,Facility Allowance,3252992,NA,NA,1,NA,NA,320,38,111,56,0.346875,0.175,0.11875,178,10165.6,57.03701366,4,2009,1,813248,2541.4,14.25925341,-77.0110697,38.9627222,4
183,PCS,Tree of Life Community PCS,"2315 18th Place, NE",1393,NA,NA,ES/MS,28076,Facility Allowance,10057948,NA,NA,1,NA,NA,286,2,185,25,0.646853147,0.087412587,0.006993007,98,35167.65035,358.2400627,15,2001,1,670529.8667,2344.510023,23.88267085,-76.9777082,38.9207757,5
184,PCS,Capital City Lower PCS,"100 Peabody Street, NW",1180,NA,NA,ES,57033,Facility Allowance,5829980,NA,NA,1,NA,NA,322,95,72,15,0.223602484,0.046583851,0.295031056,177,18105.52795,102.2211702,7,2009,1,832854.2857,2586.503993,14.60302431,-77.0126091,38.9623344,4
186,PCS,Friendship PCS Woodson Collegiate Academy,"4095 Minnesota Avenue, NE",1500,NA,NA,HS,152000,Facility Allowance,37822656,NA,NA,1,NA,NA,883,0,517,165,0.585503964,0.186862967,0,172,42834.26501,248.8332632,12,2003,1,3151888,3569.522084,20.73610526,-76.9459338,38.897574,7
187,PCS,Somerset PCS,"3301 Wheeler Road, SE",1149,NA,NA,MS,112000,Facility Allowance,1217280,NA,NA,1,NA,NA,240,0,160,44,0.666666667,0.183333333,0,467,5072,10.86857143,2,2014,1,608640,2536,5.434285714,-76.9939903,38.842272,8
188,PCS,Cedar Tree Academy PCS,"701 Howard Road, SE",650,NA,NA,PK3-K,31000,Facility Allowance,2065776,NA,NA,1,NA,NA,358,0,261,9,0.729050279,0.025139665,0,87,5770.324022,66.63793548,2,2014,1,1032888,2885.162011,33.31896774,-76.999207,38.8641137,8
191,PCS,Thurgood Marshall Academy PCS,"2427 Martin Luther King Jr. Avenue, SE",416,NA,NA,HS,63625,Facility Allowance,12321572,NA,NA,1,NA,NA,395,0,216,50,0.546835443,0.126582278,0,161,31193.85316,193.6592849,14,2002,1,880112.2857,2228.132369,13.83280606,-76.9937918,38.8623418,8
193,PCS,Latin American Montessori Bilingual (LAMB) PCS,"1375 Missouri Avenue, NW",566,NA,NA,ES,36668,Facility Allowance,6050898,NA,NA,0,NA,NA,342,129,40,38,0.116959064,0.111111111,0.377192982,107,17692.68421,165.0184902,12,2004,1,504241.5,1474.390351,13.75154085,-77.0323824,38.9622483,4
195,PCS,Eagle Academy PCS - Eagle Center at McGogney,"3400 Wheeler Road, SE",1241,NA,NA,ES,60000,Facility Allowance,10094728,NA,NA,1,NA,NA,774,2,466,83,0.602067183,0.107235142,0.002583979,78,13042.28424,168.2454667,6,2010,1,1682454.667,2173.71404,28.04091111,-76.9936441,38.8406263,8
196,PCS,D C  Preparatory Edgewood Middle Campus PCS," 701 Edgewood Street, NE",340,NA,NA,MS,39746,Facility Allowance,6749878,NA,NA,1,NA,NA,294,1,101,46,0.343537415,0.156462585,0.003401361,135,22958.76871,169.8253409,8,2008,1,843734.75,2869.846088,21.22816761,-76.9959848,38.9247765,5
197,PCS,Sela PCS,"6015 Chillum Place, NE",NA,NA,NA,ES,15680,Facility Allowance,483192,NA,NA,1,NA,NA,86,8,24,8,0.279069767,0.093023256,0.093023256,NA,5618.511628,30.81581633,2,2014,1,241596,2809.255814,15.40790816,-77.0074503,38.9639099,4
198,PCS,Two Rivers PCS,"1227 4th Street, NE ",686,NA,NA,ES/MS,51005,Facility Allowance,8446894,NA,NA,0,NA,NA,518,20,126,107,0.243243243,0.206563707,0.038610039,98,16306.74517,165.6091364,8,2005,1,1055861.75,2038.343147,20.70114204,-77.0001838,38.9067354,6
198,PCS,Two Rivers PCS,"1234 4th Street, NE",686,NA,NA,ES/MS,51005,Facility Allowance,8446894,NA,NA,0,NA,NA,518,20,126,107,0.243243243,0.206563707,0.038610039,98,16306.74517,165.6091364,8,2005,1,1055861.75,2038.343147,20.70114204,-77.000978,38.90642,6
199,PCS,D C  Bilingual PCS,"1420 Columbia Road, NW",809,NA,NA,ES,75000,Facility Allowance,9258495,NA,NA,0,NA,NA,364,180,130,56,0.357142857,0.153846154,0.494505495,206,25435.42582,123.4466,11,2005,1,841681.3636,2312.311439,11.22241818,-77.0332308,38.927174,1
199,PCS,D C  Bilingual PCS,"3029 14th Street, NW",809,NA,NA,ES,75000,Facility Allowance,9258495,NA,NA,0,NA,NA,364,180,130,56,0.357142857,0.153846154,0.494505495,206,25435.42582,123.4466,11,2005,1,841681.3636,2312.311439,11.22241818,-77.0322034,38.9283049,1
202,DCPS,Aiton ES,533 48th Pl  NE,442,Phase 0,NA,ES,57100,STABILIZED,8916,12115000,14515000,1,Kelly Miller MS,Woodson HS,262,1,214,42,0.816793893,0.160305344,0.003816794,218,20.1719457,0.15614711,NA,NA,1,NA,NA,NA,-76.9333547,38.8970081,7
204,DCPS,Bancroft ES,1755 Newton St  NW,563,Phase 0,NA,ES,79792,STABILIZED,1446450,59943000,66496000,1,Deal MS,Wilson HS,508,279,181,54,0.356299213,0.106299213,0.549212598,157,2569.182948,18.12775717,NA,NA,1,NA,NA,NA,-77.0405163,38.9347901,1
205,DCPS,Barnard ES,430 Decatur St  NW,486,Full,2003,ES,72496,FULL REPLACEMENT,17867772,0,17867772,1,Truesdell or West EC (6th-8th),Roosevelt HS,602,193,284,72,0.471760797,0.119601329,0.320598007,120,36764.96296,246.4656257,NA,NA,1,NA,NA,NA,-77.018458,38.9479619,4
206,DCPS,Beers ES,3600 Alabama Ave  SE,430,Phase I,2013,ES,77488,PARTIAL MOD,14813933,-24188,15123196,1,Sousa MS,Anacostia HS,438,1,243,79,0.554794521,0.180365297,0.002283105,177,34451.00698,191.1771242,NA,NA,1,NA,NA,NA,-76.9556094,38.8646071,7
210,PCS,William E. Doar Jr PCS,"705 Edgewood Street, NE",560,NA,NA,ES/MS,46835,Facility Allowance,6138356,NA,NA,1,NA,NA,439,13,223,35,0.507972665,0.079726651,0.029612756,107,13982.5877,131.0634355,6,2005,1,1023059.333,2330.431283,21.84390591,-76.9957981,38.9236618,5
212,DCPS,Brent ES,301 North Carolina Ave  SE,369,Phase I,2009,ES,47500,PARTIAL MOD,4475354,0,4485194,1,Jefferson Acad. MS,Eastern HS,368,5,23,22,0.0625,0.059782609,0.013586957,129,12128.33062,94.21797895,NA,NA,1,NA,NA,NA,-77.0013712,38.8847202,6
213,DCPS,Brightwood EC,1300 Nicholson St NW,584,Full,2005,ES/MS,78000,FULL MOD + ADD,22265461,0,22269148,1,,Coolidge HS,639,379,302,78,0.472613459,0.122065728,0.593114241,122,38125.78938,285.4546282,NA,NA,1,NA,NA,NA,-77.0301586,38.9607113,4
216,PCS,Community College Preparatory Academy PCS,"2405 Martin Luther King Jr. Avenue, SE",155,NA,NA,ADULT,11000,Facility Allowance,1339656,NA,NA,1,NA,NA,273,0,0,1,0,0.003663004,0,40,4907.164835,121.7869091,2,2014,1,669828,2453.582418,60.89345455,-76.9927263,38.8628141,8
217,PCS,Achievement Preparatory PCS-Elementary,"1500 Mississippi Avenue, SE",NA,NA,NA,ES,23302,Facility Allowance,3963509,NA,NA,1,NA,NA,267,1,132,23,0.494382022,0.086142322,0.003745318,87,14844.603,170.0930821,7,2009,1,566215.5714,2120.657571,24.29901173,-76.9836028,38.8416964,8
218,PCS,D C Preparatory Benning Middle Campus,"101 41st Street, NE",NA,NA,NA,MS,26784,Facility Allowance,697944,NA,NA,1,NA,NA,152,1,67,22,0.440789474,0.144736842,0.006578947,176,4591.736842,26.05824373,2,2014,1,348972,2295.868421,13.02912186,-76.944288,38.891529,7
221,DCPS,Burrville ES,801 Division Ave  NE,400,Phase I,2010,ES,94992,PARTIAL MOD,2991980,0,2996347,1,Kelly Miller MS,Woodson HS,360,2,244,36,0.677777778,0.1,0.005555556,264,7479.95,31.49717871,NA,NA,1,NA,NA,NA,-76.923953,38.9004502,7
224,DCPS,Cleveland ES,1825 8th St  NW,320,Full,2004,ES,53000,FULL MOD + ADD,20270264,0,20270264,1,Cardozo EC (6-8),Cardozo EC (9-12),308,47,137,36,0.444805195,0.116883117,0.152597403,172,63344.575,382.4578113,NA,NA,1,NA,NA,NA,-77.0225898,38.9150577,1
228,PCS,Lee Montessori PCS,"301 Douglas Street, NE",162,NA,NA,ES,13200,Facility Allowance,227328,NA,NA,1,NA,NA,74,0,10,5,0.135135135,0.067567568,0,178,3072,17.22181818,1,2015,1,227328,3072,17.22181818,-77.0020346,38.9234284,5
231,DCPS,Drew ES,5600 Eads St  NE,362,Phase I,2010,ES,72800,PARTIAL MOD,4898637,0,4938279,1,Kelly Miller MS,Woodson HS,201,0,166,34,0.825870647,0.169154229,0,362,13532.14641,67.28896978,NA,NA,1,NA,NA,NA,-76.9198214,38.8961276,7
232,DCPS,Eaton ES,3301 Lowell St  NW,415,Phase 0,NA,ES,49096,STABILIZED,81414,15552000,15633414,1,Hardy MS,Eastern HS,257,2,161,63,0.626459144,0.245136187,0.007782101,191,196.1783133,1.658261365,NA,NA,1,NA,NA,NA,-77.0657958,38.9328813,3
233,PCS,Academy of Hope Adult PCS,"
421 Alabama Avenue, SE",186,NA,NA,ADULT,21375,Facility Allowance,786432,NA,NA,0,NA,NA,256,0,0,0,0,0,0,83,3072,36.79214035,1,2015,1,786432,3072,36.79214035,-76.9998836,38.842743,8
233,PCS,Academy of Hope Adult PCS,"601 Edgewood Street, NE",186,NA,NA,ADULT,21375,Facility Allowance,786432,NA,NA,0,NA,NA,256,0,0,0,0,0,0,83,3072,36.79214035,1,2015,1,786432,3072,36.79214035,-76.9971713,38.9237975,5
234,PCS,Democracy Prep PCS-Congress Heights,"3100 Martin Luther King Jr. Avenue, SE",890,NA,NA,ES,42528,Facility Allowance,1904640,NA,NA,1,NA,NA,620,1,436,70,0.703225806,0.112903226,0.001612903,69,3072,44.78555305,1,2015,1,1904640,3072,44.78555305,-76.9981457,38.8434987,8
238,DCPS,Garfield ES,2435 Alabama Ave  SE,365,Phase 0,NA,ES,58904,STABILIZED,1082203,12583908,14338493,1,Johnson MS,Ballou HS,284,0,233,35,0.820422535,0.123239437,0,207,2964.939726,18.37231767,NA,NA,1,NA,NA,NA,-76.9702748,38.8517226,8
239,DCPS,Garrison ES,1200 S St  NW,356,Phase 0,NA,ES,60200,STABILIZED,655646,2.00E+07,2.40E+07,1,Cardozo EC (6-8),Cardozo EC (9-12),244,35,117,40,0.479508197,0.163934426,0.143442623,247,1841.702247,10.89112957,NA,NA,1,NA,NA,NA,-77.028449,38.9138357,2
245,PCS,Harmony DC PCS-School of Excellence,"62 T Street, NE",220,NA,NA,ES,20000,Facility Allowance,202752,NA,NA,1,NA,NA,66,0,40,8,0.606060606,0.121212121,0,303,3072,10.1376,1,2015,1,202752,3072,10.1376,-77.0066585,38.916063,5
246,DCPS,Hardy MS,1819 35th St  NW,485,Full,2008,MS,107200,FULL MOD + ADD,50758871,0,50758871,1,,Wilson HS,386,NA,96,NA,0.248704663,NA,NA,NA,104657.466,473.496931,NA,NA,1,NA,NA,NA,-77.0686338,38.9153226,2
248,PCS,District of Columbia International School,"3220 16th Street, NW",308,NA,NA,MS,20217,Facility Allowance,645120,NA,NA,1,NA,NA,210,26,44,40,0.20952381,0.19047619,0.123809524,96,3072,31.9097789,1,2015,1,645120,3072,31.9097789,-77.0367897,38.9313597,1
249,DCPS,Hendley ES,425 Chesapeake St  SE,520,Phase I,2013,ES,73200,PARTIAL MOD,15937127,0,16150915,1,Hart MS,Ballou HS,503,0,453,84,0.900596421,0.166998012,0,146,30648.32115,217.7203142,NA,NA,1,NA,NA,NA,-76.9991386,38.8286428,8
251,DCPS,Houston ES,1100 50th Pl  NE,398,Phase 0,NA,ES,59896,STABILIZED,1191032,15693000,16943000,1,Kelly Miller MS,Woodson HS,279,3,209,40,0.749103943,0.143369176,0.010752688,215,2992.542714,19.88500067,NA,NA,1,NA,NA,NA,-76.9302932,38.9054178,7
254,DCPS,Janney ES,4130 Albemarle St  NW,700,Full,2011,ES,96083,FULL MOD + ADD,37443325,0,37949758,1,Deal MS,Wilson HS,693,30,8,38,0.011544012,0.054834055,0.043290043,139,53490.46429,389.6977093,NA,NA,1,NA,NA,NA,-77.0812196,38.9474491,3
257,DCPS,Ketcham ES,1919 15th St  SE,325,Phase I,2012,ES,88288,PARTIAL MOD,8328691,0,8336451,1,Kramer MS,Anacostia HS,309,0,265,37,0.857605178,0.1197411,0,286,25626.74154,94.33548161,NA,NA,1,NA,NA,NA,-76.9836485,38.8660524,8
258,DCPS,Hearst ES,3950 37th St  NW,330,Full,2015,ES,62309,FULL MOD + ADD,35678706,361277,43433519,1,Deal MS,Wilson HS,291,28,39,25,0.134020619,0.085910653,0.096219931,214,108117.2909,572.6091897,NA,NA,1,NA,NA,NA,-77.0717568,38.9405368,3
259,DCPS,Kimball ES,3375 Minnesota Ave  SE,398,Phase 0,NA,ES,83392,STABILIZED,0,17696000,17696000,1,Sousa MS,Anacostia HS,348,0,268,48,0.770114943,0.137931034,0,240,0,0,NA,NA,1,NA,NA,NA,-76.9575142,38.8828821,7
261,DCPS,Lafayette ES,5701 Broad Branch Rd  NW,516,Full,2015,ES,113600,FULL MOD + ADD,9939007,59373105,78650000,1,Deal MS,Wilson HS,697,21,19,47,0.027259684,0.067431851,0.030129125,163,19261.64147,87.4912588,NA,NA,1,NA,NA,NA,-77.0679076,38.9664459,4
266,DCPS,Leckie ES,4201 M L  King Ave  SW,480,Phase I,2012,ES,65000,PARTIAL MOD,595860,0,595860,1,Hart MS,Ballou HS,478,8,226,53,0.472803347,0.110878661,0.016736402,136,1241.375,9.167076923,NA,NA,1,NA,NA,NA,-77.0132599,38.8282308,8
272,DCPS,Key ES,5001 Dana Pl  NW,364,Full,2003,ES,50000,FULL MOD + ADD,13007488,0,13007488,1,Hardy MS,Wilson HS,383,28,12,27,0.031331593,0.070496084,0.07310705,131,35734.85714,260.14976,NA,NA,1,NA,NA,NA,-77.100542,38.926599,3
273,DCPS,Mann ES,4430 Newark St NW,370,Full,2015,ES,60969,FULL MOD + ADD,34565362,-5.00E+05,37197238,1,Hardy MS,Wilson HS,302,34,4,12,0.013245033,0.039735099,0.112582781,202,93419.8973,566.9333924,NA,NA,1,NA,NA,NA,-77.087418,38.934026,3
274,DCPS,Maury ES,1250 Constitution Ave NE,300,Phase I,2011,ES,46800,PARTIAL MOD,6444395,5044000,12620745,1,Eliot-Hine MS,Eastern HS,366,2,48,23,0.131147541,0.06284153,0.005464481,128,21481.31667,137.7007479,NA,NA,1,NA,NA,NA,-76.9886668,38.8921729,6
280,DCPS,Miner ES,601 15th St  NE,550,Full,2003,ES,76896,FULL REPLACEMENT,6391359,0,6391359,1,Eliot-Hine MS,Eastern HS,398,7,296,66,0.743718593,0.165829146,0.01758794,193,11620.65273,83.11692416,NA,NA,1,NA,NA,NA,-76.9829046,38.8979598,6
284,DCPS,Marie Reed ES,2201 18th St. NW,470,Phase 0,NA,ES,162688,STABILIZED,2970097,54503000,64904196,1,Col Hts. Ed. Campus (6-8),Cardozo EC (9-12),393,189,143,41,0.363867684,0.1043257,0.480916031,414,6319.355319,18.25639875,NA,NA,1,NA,NA,NA,-77.0416361,38.9183938,1
285,DCPS,Moten ES,1565 Morris Rd SE,480,Full,2012,ES,99696,FULL MOD,27716993,0,27856881,1,Kramer MS,Anacostia HS,395,0,348,65,0.881012658,0.164556962,0,252,57743.73542,278.0150959,NA,NA,1,NA,NA,NA,-76.9828753,38.8564345,8
287,DCPS,Murch ES,4810 36th St  NW,488,Phase 0,NA,ES,47696,STABILIZED,748083,63156000,68294774,1,Deal MS,Wilson HS,620,56,18,23,0.029032258,0.037096774,0.090322581,77,1532.956967,15.68439701,NA,NA,1,NA,NA,NA,-77.0704556,38.9527132,3
