Agency,School,totalSQFT,Address,Enrolled,SqFtperStudent,SchoolCode,Longitude,Latitude,Ward,AtRiskPct,SQFTgroup,Enrollgroup,SQFTpergroup,FakeExpend,Level
PCS,Hope Community PCS - Lamond,41000,"6200 Kansas Avenue, NE",358,115,131,-77.00860715,38.96571909,4,0.413407821,"(3.7e+04,6.3e+04]","(280,369]","(100,153]",36042723,Unknown
PCS,Hope Community PCS - Tolson,33571,"2917 8th Street, NE",517,65,114,-76.99461626,38.9269508,5,0.510638298,"[3.9e+03,3.7e+04]","(515,3.77e+04]","[0,100]",92225269,Unknown
PCS,Howard University Middle School of Math and Science PCS,20968,"405 Howard Place, NW",294,71,115,-77.01912932,38.92284156,1,0.391156463,"[3.9e+03,3.7e+04]","(280,369]","[0,100]",14626571,MS
PCS,IDEA (Integrated Design & Electronic Academy) PCS,70000,"1027 45th Street, NE",217,323,163,-76.93710358,38.90454891,7,0.760368664,"(6.3e+04,9.44e+04]","[60,280]","(234,802]",36150484,Unknown
PCS,Ideal Academy PCS,35090,"6130 N Capitol Street, NW",297,118,134,-77.00993332,38.96491986,4,0.622895623,"[3.9e+03,3.7e+04]","(280,369]","(100,153]",24118269,Unknown
PCS,Ingenuity Prep PCS,31075,"4600 Livingston Road, SE",201,155,200,-77.00308684,38.82390393,8,0.736318408,"[3.9e+03,3.7e+04]","[60,280]","(153,234]",86553974,Unknown
PCS,Inspired Teaching Demonstration PCS,40800,"200 Douglas Street, NE",317,129,3064,-77.03079817,38.92008577,1,0.110410095,"(3.7e+04,6.3e+04]","(280,369]","(100,153]",80591271,Unknown
PCS,KIPP DC - College Preparatory PCS,187423,"1401 Brentwood Parkway, NE",454,413,1123,-76.98804884,38.85662232,8,0.511013216,"(9.44e+04,4.71e+06]","(369,515]","(234,802]",73793973,Unknown
PCS,Latin American Montessori Bilingual PCS,16468,"1375 Missouri Avenue, NW",342,107,193,-77.03239905,38.96216089,4,0.116959064,"[3.9e+03,3.7e+04]","(280,369]","(100,153]",21090055,Unknown
PCS,Lee Montessori PCS,13200,"301 Douglas Street, NE",74,178,228,NA,NA,NA,0.135135135,"[3.9e+03,3.7e+04]","[60,280]","(153,234]",47796798,Unknown
PCS,Mary McLeod Bethune Day Academy PCS,56927,"1404 Jackson Street, NE",381,149,135,-76.98686463,38.92960592,5,0.622047244,"(3.7e+04,6.3e+04]","(369,515]","(100,153]",65532361,Unknown
PCS,Meridian PCS,61900,"2120 13th Street, NW",639,97,165,-77.02995351,38.91874942,1,0.460093897,"(3.7e+04,6.3e+04]","(515,3.77e+04]","[0,100]",59976581,Unknown
PCS,Mundo Verde Bilingual PCS,36148,"30 P Street, NW",404,89,3065,-77.03681,38.93131343,1,0.141089109,"[3.9e+03,3.7e+04]","(369,515]","[0,100]",8533056,Unknown
PCS,National Collegiate Preparatory PCHS,50000,"4600 Livingston Road, SE",306,163,1120,-77.00308684,38.82390393,8,0.696078431,"(3.7e+04,6.3e+04]","(280,369]","(153,234]",49892783,Unknown
PCS,Options PCS,66622,"1375 E Street, NE",268,249,169,-76.98621343,38.89585026,6,0.813432836,"(6.3e+04,9.44e+04]","[60,280]","(234,802]",59957294,Unknown
PCS,Perry Street Preparatory PCS,171000,"1800 Perry Street, NE",619,276,161,-76.97859551,38.93679648,5,0.554119548,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(234,802]",61214517,Unknown
PCS,Potomac Preparatory PCS,42016,"4401 8th Street, NE",425,99,117,-76.994532,38.9429707,5,0.614117647,"(3.7e+04,6.3e+04]","(369,515]","[0,100]",17538336,Unknown
PCS,Richard Wright PCS for Journalism and Media Arts,28000,"770 M Street, SE",305,92,3067,-76.99557668,38.87699771,6,0.737704918,"[3.9e+03,3.7e+04]","(280,369]","[0,100]",36800578,Unknown
PCS,Roots PCS,9000,"15 Kennedy Street, NW",95,109,173,-77.01030958,38.95686375,4,0.410526316,"[3.9e+03,3.7e+04]","[60,280]","(100,153]",84813449,Unknown
PCS,"SEED Public Charter School of Washington, DC",48128,"4300 C Street, SE",336,143,174,-76.94630306,38.88713024,7,0.511904762,"(3.7e+04,6.3e+04]","(280,369]","(100,153]",70017719,Unknown
PCS,Sela PCS,NA,"6015 Chillum Place, NE",86,NA,197,-77.00736469,38.96387483,4,0.279069767,NA,"[60,280]",NA,38272866,Unknown
PCS,Shining Stars Montessori Academy PCS,NA,"6017 Chillum Place, NE",118,NA,3066,-77.03079817,38.92008577,1,0.169491525,NA,"[60,280]",NA,16017176,Unknown
PCS,Somerset Preparatory Academy PCS,112000,"3301 Wheeler Road, SE",240,467,187,-76.99410056,38.84151923,8,0.666666667,"(9.44e+04,4.71e+06]","[60,280]","(234,802]",79736117,Unknown
PCS,St. Coletta Special Education PCS,99540,"1901 Independence Avenue, SE",252,395,1047,-76.97667492,38.88721683,7,0.44047619,"(9.44e+04,4.71e+06]","[60,280]","(234,802]",46673216,Unknown
PCS,Thurgood Marshall Academy PCS,63625,"2427 Martin Luther King Jr. Avenue, SE",395,161,191,-76.99368577,38.86227707,8,0.546835443,"(6.3e+04,9.44e+04]","(369,515]","(153,234]",89204860,Unknown
PCS,Tree of Life PCS,28076,"2315 18th Place, NE",286,85,183,-76.97783843,38.9207792,5,0.646853147,"[3.9e+03,3.7e+04]","(280,369]","[0,100]",50870995,Unknown
PCS,Two Rivers PCS (Elementary and Middle Schools),33076,"1227 4th Street, NE ",518,98,198,-77.00029965,38.90675361,6,0.243243243,"[3.9e+03,3.7e+04]","(515,3.77e+04]","[0,100]",25998476,MS
PCS,Washington Mathematics Science Technology PCHS,49116,"1920 Bladensburg Road, NE",335,147,178,-76.97378958,38.91641842,5,0.662686567,"(3.7e+04,6.3e+04]","(280,369]","(100,153]",78972161,Unknown
PCS,Washington Yu Ying PCS,41118,"220 Taylor Street, NE",528,78,1117,-77.00368216,38.94123488,5,0.041666667,"(3.7e+04,6.3e+04]","(515,3.77e+04]","[0,100]",57585204,Unknown
PCS,"William E. Doar, Jr. PCS for the Performing Arts",46835,"705 Edgewood Street, NE",439,107,210,-76.99585343,38.9236448,5,0.507972665,"(3.7e+04,6.3e+04]","(369,515]","(100,153]",27136679,Unknown
PCS,Academy of Hope Adult PCS*,9375,"601 Edgewood Street, NE",256,83.5,233,NA,NA,NA,0,"[3.9e+03,3.7e+04]","[60,280]","[0,100]",39247551,Unknown
PCS,Briya PCS*,NA,"2333 Ontario Road, NW (Main Office)",492,NA,126,-77.0398061,38.92097271,1,0.040650407,NA,"(369,515]",NA,4756010,Unknown
PCS,Carlos Rosario International PCS*,84000,"1100 Harvard Street, NW",1973,67,1119,-77.02755753,38.92646384,1,0,"(6.3e+04,9.44e+04]","(515,3.77e+04]","[0,100]",40640495,Unknown
PCS,Community College Preparatory Academy PCS*,11000,"2405 Martin Luther King Jr. Avenue, SE",273,40,216,-76.99262996,38.86275176,8,0,"[3.9e+03,3.7e+04]","[60,280]","[0,100]",85013911,Unknown
PCS,LAYC Career Academy PCS*,15500,"3047 15th Street, NW",190,82,104,-77.0358413,38.92851269,1,0,"[3.9e+03,3.7e+04]","[60,280]","[0,100]",13035179,Unknown
PCS,Youthbuild PCS*,11709,3014 14th St NW,112,105,128,-77.03275327,38.92774375,1,0,"[3.9e+03,3.7e+04]","[60,280]","(100,153]",13179492,Unknown
PCS,The Next Step/El Proximo Paso PCS*,31352,"3047 15th Street, NW",363,86,168,-77.0358413,38.92851269,1,0,"[3.9e+03,3.7e+04]","(280,369]","[0,100]",21877869,Unknown
PCS,"Capital City PCS (Lower, Middle, and High Schools)",171100,"100 Peabody Street, NW",971,176,"1207,184 & 182",-77.01286745,38.96216486,4,0.340885685,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(153,234]",15252353,HS
PCS,Cesar Chavez PCS for Public Policy - Parkside (Middle and High Schools),66880,"3701 Hayes Street,  NE",659,101,102 & 109,-76.94906511,38.90143803,7,0.655538695,"(6.3e+04,9.44e+04]","(515,3.77e+04]","(100,153]",69133057,HS
PCS,DC  Prep PCS - Benning (Elementary and Middle Schools),107130,"100 41st Street, NE",594,180,1110 & 218,-76.94482148,38.8910218,7,0.501683502,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(153,234]",29157629,MS
PCS,E.L. Haynes PCS - Kansas Avenue (Elementary and High Schools),71447,"4501 Kansas Avenue, NW",780,92,1206 & 1138,-77.02241638,38.94560189,4,0.441025641,"(6.3e+04,9.44e+04]","(515,3.77e+04]","[0,100]",4361383,HS
PCS,Excel Academy PCS (LEAD and DREAM),86800,"2501 Martin Luther King Jr. Avenue, SE",724,120,1211 & 1113,-76.99535457,38.85976209,8,0.643646409,"(6.3e+04,9.44e+04]","(515,3.77e+04]","(100,153]",58671980,Unknown
PCS,Friendship PCS - Blow-Pierce (Elementary and Middle Schools),52944,"725 19th Street, NE",592,89,362 & 361,-76.97648125,38.89782045,7,0.736486486,"(3.7e+04,6.3e+04]","(515,3.77e+04]","[0,100]",92086233,MS
PCS,Friendship PCS - Chamberlain (Elementary and Middle Schools),80860,"1345 Potomac Avenue, SE",718,113,363 & 364,-76.9868023,38.87938499,6,0.605849582,"(6.3e+04,9.44e+04]","(515,3.77e+04]","(100,153]",31676226,MS
PCS,Friendship PCS - Woodridge (Elementary and Middle Schools),37000,"2959 Carlton Avenue, NE",452,82,365 & 366,-76.9665146,38.92954664,5,0.446902655,"[3.9e+03,3.7e+04]","(369,515]","[0,100]",94109427,MS
PCS,KIPP DC - Arts & Technology Academy PCS and Quest Academy PCS,67378,"5300 Blaine Street, NE",494,136,236 & 237,NA,NA,NA,0.617408907,"(6.3e+04,9.44e+04]","(369,515]","(100,153]",29967548,Unknown
PCS,"KIPP DC - Connect Academy PCS, Spring Academy PCS, and  Northeast Academy PCS",67000,"1375 Mt Olivet Road, NE",529,127,"209, 242 & 214",-76.98113601,38.90807397,5,0.5463138,"(6.3e+04,9.44e+04]","(515,3.77e+04]","(100,153]",93604657,Unknown
PCS,"KIPP DC - Grow Academy PCS, LEAD Academy PCS, and WILL Academy PCS",100671,"421 P Street, NW",958,105,"1129, 190 & 121",-77.01811734,38.90988639,6,0.422755741,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(100,153]",33307649,Unknown
PCS,"KIPP DC - KEY Academy PCS, LEAP Academy PCS, and Promise Academy PCS",84681,"4801 Benning Road, SE",1038,82,"189, 132 & 1121",-76.93439427,38.88262754,7,0.536608863,"(6.3e+04,9.44e+04]","(515,3.77e+04]","[0,100]",76281842,Unknown
PCS,"KIPP DC - AIM Academy PCS, Discover Academy PCS, and Heights Academy PCS",144000,"2600 Douglass Place, SE",1066,135,"116, 1122 &3071",-76.98804884,38.85662232,8,0.582551595,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(100,153]",89647095,Unknown
PCS,Paul PCS - International Middle and High Schools,128000,"5800 8th Street, NW",701,183,222 & 170,-77.02472307,38.96136545,4,0.455064194,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(153,234]",5498235,HS
PCS,Washington Latin PCS (Middle and Upper Schools),64299,"5200 2nd Street, NW",670,96,1118 & 125,-77.01381902,38.95388895,4,0.128358209,"(6.3e+04,9.44e+04]","(515,3.77e+04]","[0,100]",95326142,Unknown
PCS,Maya Angelou PCS -Evans and Young Adult Learning Center*,125800,"5600 E Capitol Street, NE",399,315,101 & 137,-76.92063526,38.89029144,7,0.002506266,"(9.44e+04,4.71e+06]","(369,515]","(234,802]",52948637,Unknown
PCS,,4713321,,37684,133,,NA,NA,NA,NA,"(9.44e+04,4.71e+06]","(515,3.77e+04]","(100,153]",45499310,Unknown
PCS,Washington Hospitality Foundation,29300,1851 9th Street NW,171,171,160,-77.02364411,38.91536518,1,NA,"[3.9e+03,3.7e+04]","[60,280]","(153,234]",55705561,Unknown
